real, imag
0.302500000000, 0.000000000000
0.260887906964, 0.000000000000
0.260887906964, 0.000000000000
0.225000000000, 0.000000000000
0.260887906964, 0.000000000000
0.247500000000, 0.000000000000
0.225000000000, 0.000000000000
0.213453742061, 0.000000000000
0.260887906964, 0.000000000000
0.225000000000, 0.000000000000
0.247500000000, 0.000000000000
0.213453742061, 0.000000000000
0.225000000000, 0.000000000000
0.213453742061, 0.000000000000
0.213453742061, 0.000000000000
0.202500000000, 0.000000000000
