real, imag
0.010000000000, 0.000000000000
0.000000000000, 0.000000000000
0.000000000000, 0.000000000000
0.000000000000, 0.000000000000
0.000000000000, 0.000000000000
0.090000000000, 0.000000000000
0.000000000000, 0.000000000000
0.000000000000, 0.000000000000
0.000000000000, 0.000000000000
0.000000000000, 0.000000000000
0.090000000000, 0.000000000000
0.000000000000, 0.000000000000
0.000000000000, 0.000000000000
0.000000000000, 0.000000000000
0.000000000000, 0.000000000000
0.810000000000, 0.000000000000
